beta,alpha,theta,f
1.861379497179492,2.649237417984097,4.232950725119423,-0.413305275434815
1.0044060006004636,4.236300912352984,4.417801270413557,-0.2310035889788266
4.593486008900842,1.5361467713878576,3.1381118015739093,-2.462739945087895
4.746616692670219,2.38520501392993,2.9791865046832817,-6.426056533116847
1.3977856314209038,4.235031668496994,1.1250459504554189,3.949961347043772
4.853398621220653,2.2505931422258927,3.279905721585737,-5.965311994093816
3.4536170685709866,4.888985630418406,3.665674987921631,-11.164864324186
4.680764636186783,3.729981822361724,2.8008526114461767,-11.77463318336441
1.9410395793499489,1.301627888472067,3.3179127593981463,-0.546300234548105
4.057421746939726,2.324245381858239,1.927296751262136,0.7662266646113747
1.935776430123368,2.670301408718698,3.581469975854866,-2.741251366361268
4.755889251935672,3.141372358410847,2.0113067194273446,-1.6145526158723762
2.7636367202680323,1.1109733334813878,3.994114573090745,0.7430965357963245
1.309421334091688,2.426915515355885,4.928131040844981,1.9897121958516013
3.3733265201394262,3.2436635876879287,3.391143432506298,-7.2296665849894355
4.349638110274811,2.596772621888165,4.6691101036393245,3.8609548706038574
3.7871864181231913,2.3230579420113746,2.4711259011683024,-3.106210977848391
3.437972648510128,2.8707283562345847,4.9712067555937125,5.963947884827943
3.839569473453429,2.983442900950888,4.03585015088805,-3.3324678880568013
4.988875590339361,2.8656125709977567,4.775040234405424,5.883963651834887
1.1037855217242352,2.986004916497738,1.39275523659686,1.6874974979679989
2.159310252905032,2.2633417204193647,4.443858889178284,0.862650140807578
3.039354177471878,1.795605201049402,2.966195680782003,-2.334393756683387
2.1978274793437858,4.872302090337964,4.004594031262162,-4.764397085708304
4.589542998831893,1.190027827206718,1.009380180910432,7.497264312995801
4.4760807535541165,2.5321094436731952,2.9109101489969,-6.557616373338244
1.8129076987056605,1.2058258666555437,3.874955644568773,0.1888302613430757
4.5000129993813545,3.6153391182413706,4.7865049484050335,5.70470745523561
4.143442771846054,3.692944237167334,1.073939147163626,11.437135143622234
4.310688858138358,4.562453954225995,1.485307401499118,5.98997963802929
3.6568995063557472,1.2392178128523703,3.2676154576351504,-0.8388574856157618
2.1474490690030748,4.412501544199973,4.749354633799346,2.497641873289888
2.422027129287038,1.7967573690021603,3.055872259180856,-1.913789286290723
2.732620169477132,3.050191160062892,4.255524679032861,-0.9442560024121572
2.7652962684680222,3.0299260204533285,4.912038141698863,4.4269946305179735
4.483192580606156,1.4883264105409388,1.6907730220896302,3.684572775193724
1.7896915490097456,4.905886754261223,4.041086231654763,-3.671541213380799
3.0699381498846177,2.7025958153409366,4.896142215461566,4.585937281601957
4.302003849318863,3.919178906084727,3.865297213568175,-8.332411279833055
2.991144984709234,1.3749908208091912,4.980363410577064,4.080126023691164
3.866608640342188,4.497329106771225,1.9031263487090744,-1.8066250896373723
1.0508055629861928,1.8765441477210876,2.800234355526942,-0.8073014349677676
2.775655845383981,2.040485549051384,1.9879938638332968,0.4807306655681622
2.4389295694449227,4.785959839857593,4.192573382372908,-3.359094914572576
1.685691085473315,3.8409316445568975,4.966239438439803,3.3116820685883224
4.146091486159724,3.354620154283389,1.028671040253482,11.322321258985964
4.541938518770515,3.422437730937083,4.686290554888893,4.136297550314396
4.793083154600752,1.1420994838786966,2.253844240184052,1.3380006912378406
4.006617157080749,3.695837858412126,2.188219106103007,-4.566151004556736
3.474932177310217,1.009601950756597,1.7341415391118598,2.904413430008053
4.383732301539062,1.443769276980936,4.526458035220025,3.2137256637135403
3.054331085872682,3.6422934151805006,4.587642904069759,1.67015619883601
2.2840843423880104,2.3148760779508386,4.1305039490039945,-0.6218539434593772
3.529256210668738,1.8730566134664,3.6037415538452975,-2.3877757680646328
4.299230298007261,3.0083587935682923,4.984365951808222,7.773671578995616
4.457989914453656,2.4548801916263296,4.108476220021977,-1.7566559310735812
4.460468259054517,2.198823931150808,2.767330090017202,-4.66839646206213
2.923512522685457,4.99816722435274,2.814415034756966,-10.913560489245274
1.6324120605100956,3.2233413994076234,1.813874358399946,0.3659374087326731
3.212316535778405,1.360054128714868,3.458468660695588,-0.939094327042516
4.598913117446423,4.359368639779689,4.828519247839441,6.921904619900093
1.8966131639817152,2.046814261592235,1.7455463141872372,1.2216785344513434
2.559964061198526,2.9797835727560917,1.0292530472729289,6.491957369391992
3.380909592024637,4.58867752615226,1.8853268973749755,-1.4186284798829645
3.035821936685313,3.1433952238078198,1.1681014817544693,6.775631480356426
2.769423980949572,3.7930631834392594,3.3220329092875813,-7.564631652077092
2.330839719803031,4.385958868395562,1.935608439572821,-1.3164468917085137
2.168921573863888,1.1054336105668403,3.579679163302438,-0.0022600789612919
4.067816700702293,1.665269394181352,4.452703073241056,2.3284065467950184
4.121702799500444,1.1930545820188998,2.90427417451042,-0.6578877055178677
1.6975571884218177,3.197289103532515,2.2143359918591297,-1.5591588836862182
4.177514955795031,2.895293259994927,1.5756715710314824,4.1185484721948376
3.268323242466258,4.308904535466139,1.5090191603172711,4.137771182265178
2.055851506596249,3.485564533688863,4.929470691364092,3.599227531009533
3.6111158235365455,3.2570776999758224,1.3896348709030075,5.730243788519332
3.645201784744788,2.6303290182293377,3.269979798160649,-5.863965328820719
2.155172763708769,2.7394309643170565,3.9803980979621865,-1.7907412382031864
3.8015429095038313,2.7595900866778256,2.3392774399300498,-3.4899553846739098
3.370086381268424,2.52719969198217,4.504380115058188,1.6112473745041624
3.7938642522019568,2.5847597567311698,2.919489837741033,-5.771487090308446
2.559089889618797,4.287635791656252,4.525134918530687,0.5164412008135618
4.634757639747479,4.666667697244664,4.540708180379098,0.9397093922303532
4.135537126063852,1.9822570116648053,3.944381127117404,-1.5594334280388369
1.8869974219489316,2.019095491060962,1.1903026095041025,3.301961508196277
2.67288642120754,3.8383628042329634,2.092546953887678,-2.440437947839719
1.774946686425665,2.8158905516385047,3.0929591372244727,-3.217199334644298
4.718468091301242,4.767279789491889,4.253749425138533,-5.240384568173368
4.253208206110147,2.6066301012916906,2.337126719959198,-3.435264502691484
2.595619708979599,1.5705453556740845,1.8663558784051064,1.408225210317466
2.630580167941585,1.6221994784654683,4.598186773498265,2.144300778298092
4.092103462788812,4.86012391612709,1.068235205554724,13.671650003144336
2.5909092642388325,4.493235033144959,2.125759245871265,-3.543168144512655
2.741309099796041,1.5878290151354717,4.385831207713864,1.3450202099508215
1.1856357677549,2.82780384163339,2.0002149715758266,-0.2102539546867596
4.412458819180943,3.966888889842024,3.057192465872385,-13.02896907035725
3.322294321298932,2.3927514159860706,1.6324686667603143,2.832345437407858
4.191053857001671,4.421409047804483,1.4900914366722664,5.684921906191213
2.784414227737283,4.763321743431744,2.724672470534124,-9.342538590141343
2.2678253011929264,4.854564352645832,4.590380608673481,0.927928139728736
3.226669852622914,2.701990273340424,4.949634232703075,5.275727162233328
1.7739694163403483,3.9389476878545207,4.100072928390398,-2.242237718972907
1.853182830188492,3.761592208423607,1.1124680782728702,4.937462126981898
2.960021787396296,2.067404623174102,2.597881306427685,-2.2770672036116326
2.7850791476901557,2.664929483593468,1.426066729130063,3.855521758463606
1.1767944037328508,1.9676590031115315,3.4783768225254663,-1.008654375187645
4.695029605516837,4.207406842607378,3.582511795163104,-13.169602818882666
2.10630996599663,1.8791057015009085,1.326098702718836,3.065181720021326
4.013175582741701,3.5612445229718266,3.004843698316922,-10.14530085765946
2.3833296261145542,3.2842352737737643,3.152205145517732,-5.4436448238768405
1.90738254832324,3.558083581643606,4.520424938452769,0.6125808923286211
3.159833342711043,2.739954426568026,2.0086128097902893,-0.5107524711241077
4.924408982976506,1.8068337594344488,4.366569250826215,1.9084113206301725
3.298365039127236,3.886119778196557,4.333539283097445,-1.4423390458373853
1.276139058401835,1.0795548572609088,1.5819863725454506,1.2607232779856417
4.895926288386693,3.21341907953146,2.755313788618533,-9.677512919583757
1.316254067716787,3.94299935102686,2.5552437743313687,-3.006832732837982
2.587152266451691,3.3838620368467285,3.691754970003847,-4.875587374681874
4.963150914234941,1.3358673762283653,4.353184875318069,2.6324728549545515
4.424302174104605,1.3838649301988617,4.582383728155033,3.630567539249416
4.024619081192068,2.745740436991183,1.078600204447428,9.246698623177952
1.7364643972167393,2.64264817210774,4.162078662346838,-0.6632903397917711
1.7114575829923102,3.6711502349695024,2.976205286941894,-4.485826380880547
4.522634973611769,1.4671264585162458,2.681194215705829,-1.4217477832105945
3.2760583378685766,3.800710782629327,4.720779626346311,3.380531983668894
2.7853343465295013,3.2805501412300258,4.2376486497134565,-1.3914530615234897
1.709715127655111,2.1587512501689345,3.434211046137629,-1.82424337365206
2.9586391970515526,3.384086104450966,4.098530876078822,-2.8086948003710286
4.521499759144872,2.52998448346473,1.0152400562434187,10.554782311263123
4.914112313197273,4.726980262447977,4.429124239040338,-1.5781773374717378
3.478431871488517,1.1938077736534316,2.8986717370930744,-0.5522254351561595
4.2824697993308565,3.9437141606624047,2.441290041325873,-8.631532032731588
2.3852228818529717,3.936483629194122,2.950510979614685,-6.833275181195042
4.337687992374342,4.148253363051062,4.813039262554856,6.145715629073965
3.324030934024931,4.287255157238644,2.2259941521760105,-5.359314008878321
2.5716337378140333,3.26179020405686,3.209616098203898,-5.797096747782608
4.994052948385711,1.4137033496470646,4.285138876882053,2.0685577702451563
1.2635459738856896,4.366462974174207,1.6201206978075589,0.9915225686058812
1.309813195640809,3.898595039670322,1.4667059472731,1.840384241791932
2.103199112187678,4.904557853632702,4.682170868820824,1.7915388189541472
1.267197217462686,1.2424820259186462,2.860255092949433,-0.2453721693628932
4.110160844707257,2.0474348437113883,3.143540305220712,-4.305109720959232
2.4589802127252325,1.4037291540533747,3.031586236611445,-0.971897577665234
2.082631020287925,4.93447902695717,3.2052059468751044,-8.17328197338842
1.582369383894501,3.428571841271115,4.459159529336127,0.2231678886911093
2.7191280040049035,1.1992709842245168,4.759796127403408,2.873663450705644
3.2492527771002826,1.2062964890967809,3.498246984536781,-0.4236520815907365
4.825418181526999,2.8958591852652678,4.569491555746829,2.8353966959519887
4.080236384646767,3.613123875597107,3.810721897148883,-7.483142989862097
1.7912101671058045,3.317068580240744,4.652572074451022,1.4360159211148298
1.0963616765618545,4.981189101779161,4.384793782150317,-0.6608676534891037
4.387871996497024,2.47712098099419,1.5272408519167175,4.861139403880619
3.648228735417748,2.19969269315534,1.1092254067542302,7.222196123165411
4.765021460547319,1.6020533923433384,4.927436986852659,6.394035101950768
4.427766230725749,1.9733878653804544,2.205956864894812,-0.756370260177348
1.0975504291231817,1.812625524360731,1.7041646130537575,0.8330070429083747
3.3749618566768893,3.130493407956434,2.0728844819418617,-1.709660942904454
4.780334510953553,3.739906976060156,4.668267403559304,3.991784583657266
2.111182016753069,2.133780876096768,4.686792733495957,1.9958886389288677
4.291423955801369,2.272701642337072,3.07426127461076,-5.439602697332502
4.786316911557573,2.5936954773670653,3.3180494094995407,-7.435161439406461
4.664135338452228,4.827131275743492,4.952743563394799,10.023619891184971
2.1385896058527853,2.461782357771876,4.458555985943871,0.8165287779488266
2.674597489016614,1.8428507268930043,1.1448492210242525,4.711130738405546
3.596633769150102,4.563679281941561,4.935528428138548,7.228900049343013
3.2088446867780296,4.875092742239147,1.663028529680259,1.7680627845211507
2.727378589304687,3.8548384140142806,1.1033175665378012,7.465197349667228
4.579718478958686,2.005083440365498,2.315190508188069,-1.6418147727448498
4.847985487555587,3.7818316979078745,2.177197301167845,-5.600965660663749
3.646332169360488,4.824747719216106,1.0923781496921643,11.745549818506507
1.317977296413213,2.933701321057608,2.5011406862561865,-1.7823234997073514
4.801040254416289,3.100287277354911,4.626615318918638,3.525898173774291
1.1464864768868708,4.730710920974868,4.017508386636719,-2.326272097874144
1.8127678719122653,2.7067494623518256,4.435403520273035,0.4709928332663666
4.63113072283964,1.17668058681227,4.24377528563762,2.169927285553725
2.177241123324161,2.6680077484532045,1.13216506083555,4.644283412304598
4.947641223303255,2.613758121327406,2.0389645549068547,-0.8879262775821609
1.971328688744864,2.8595847239866217,2.548095924380441,-2.701839221186826
4.204664329061151,1.0156691291454711,2.795918556868512,0.1867311662039051
1.470535528384215,2.881485357257633,1.5643655722828136,1.4977845476742722
2.941652772804753,2.4481580378029304,4.175993039387445,-0.7386789455802728
4.074710047656408,3.677303444863057,4.154868281201853,-3.853055173391578
4.703650909234998,3.610120550614465,4.448906517753839,0.2811104403422844
4.711720990420202,3.368591205323847,2.378019500201396,-6.753632182621591
