gamma,pr,V,E_n
2.5884340636050416,4.580713043601078,2.7692605802764207,7.9859708072570115
3.6491223634455383,2.5582985262096902,2.7725244464997485,2.677469830474466
3.402463685193919,4.332965115634305,4.082030039354743,7.362148227463331
2.4645088908252726,4.359802866040436,4.537716693799791,13.508658343316396
2.3838930502940614,4.207709654067033,3.703819634294821,11.26141765711866
4.586009262951698,3.6465843912120537,4.687563271350937,4.766745929723908
2.8993253226289863,2.213949351416161,1.4480993334620238,1.6879775896773457
2.2874431193056584,3.956377913890537,2.053891463652044,6.311712496241186
3.0193043698308424,3.215812477357889,4.843422363418691,7.713318656711879
4.414667557705537,3.413449622336504,2.4674237894686537,2.4665437147167766
2.17497667794865,4.094088922060951,4.882757404999398,17.013480672501274
2.718064272015288,4.517692658115557,2.923906872341035,7.688485713455996
4.277543620482765,4.894903701984063,3.517245438328688,5.252890490691849
2.0229364198821664,4.99368866068077,2.428388074004024,11.854709396585168
4.826632216286543,3.583299417084374,4.953735244230813,4.638730771536838
4.203166835568901,2.938372980460787,2.6333152088832663,2.415628862317685
4.037663004175231,2.894424166196659,3.35294271001865,3.1948370817999607
2.4492412246093176,3.427752476252768,4.1589857006349735,9.836853445770885
3.664764560366129,1.9298516462118287,3.937070348660756,2.8512694166762733
4.433483751765923,4.5399787255768045,2.1507141877387963,2.843816182939084
2.128781842621548,2.6458878495949434,1.1302224854171818,2.649264745931016
2.5022514516523966,4.766497836207972,1.8294390403878351,5.804632252404517
4.254820504986233,3.640458913019847,4.435829684008041,4.961396699156345
3.6007774648379685,4.139615169642497,2.1413725729632347,3.4083878789096085
2.3050632833242064,3.4320412683732977,3.68773147088281,9.697956226697878
2.678585870587608,4.7892878970676165,4.08178940224771,11.64603189214295
2.95508411267771,3.8694788870320815,3.958872802427146,7.835353285366616
4.614104938156233,4.293927441473297,4.988637072133792,5.927012631380406
4.861681201017202,4.549003020533839,2.496609118171614,2.9409684094749813
4.87716677335824,2.328013714572014,3.5245323940486912,2.116277227789126
3.6880355077498983,2.949920289690968,3.545210339830976,3.890606311761062
2.051109901152162,4.456828763180175,3.7525164599138607,15.911108129148976
2.967743962897893,1.6000739136087834,4.295234610461032,3.492676375897441
2.3464971991539523,4.783342565575664,1.4626173583205602,5.195851778674703
2.1768335583189,1.5683946004979803,4.506171975633242,6.005484586617599
2.355161433515144,2.829597163109115,1.8111842572443224,3.781779579480007
3.371171827368049,3.2792622046290982,4.438297189793768,6.1380369231011205
2.2589997697762216,4.3091852685095615,4.86362729620252,16.646763247654977
4.076013167964616,2.9842672046098104,1.4879726102414308,1.4435919547897844
4.260898092322217,2.839873026513241,2.4851330418551303,2.164269502772251
3.3680609397048986,4.946437686308994,3.6707680060657535,7.667549807718914
2.5354209332009354,2.1497871774037107,1.3830337355529436,1.93642546243661
2.730030268771306,2.6141003222212604,3.608723588490391,5.452832627130887
2.299694298555482,3.786385546590565,1.1010452345856383,3.207663345919889
2.1295667553803463,2.958626457843612,4.320545194105733,11.31662140613022
2.09978147261162,4.59108261291824,2.2218976534392065,9.275402376223663
4.515414271753027,2.277534289018425,3.212983216388997,2.081598036443525
4.037288675922304,2.730031654205938,2.823111364371357,2.537520864967488
4.068294849267538,3.975595861097545,1.5880210968502806,2.057602156937647
4.617740611200889,1.089961909417497,1.1850463890966885,0.3570337301157085
3.935589336365165,4.5475205172711295,4.4537149944305465,6.8992484964973375
2.026500430772037,4.368227215011266,1.9766087267808063,8.411371076833152
3.291832002357208,4.675937309420854,3.70171577168424,7.552469320564161
2.775153601584821,1.85749726232376,3.020092139169139,3.160184490775251
2.904557458590453,2.204098906845541,3.5668051016614624,4.127778445351512
2.4063499750758046,1.299027893730433,4.599827924547338,4.2488035597434255
3.0049854674440653,2.600489655315652,1.761248267595839,2.2843596498304133
2.7981877995939604,2.9667076777879835,1.778896209609406,2.934879796330419
3.1401429565216223,3.589805302843915,3.724040124312432,6.246582241397674
4.075483039095607,4.32106052992698,1.7807100692564863,2.5019016192560253
4.561050209694826,1.616475110444335,1.848566857813076,0.8391238931458954
4.459957662024385,3.534036372592821,2.708906970724685,2.7669054652275693
2.247932944853908,3.506285167155916,1.9433107073279965,5.460070219619933
2.864619493654597,4.350902334583934,2.634494371474449,6.147328047520521
2.2953961944808534,1.4028650870812551,3.003117129432719,3.252262274079971
4.095556916343046,3.4171837291885643,2.7945933969388013,3.084950250890102
2.77472423108052,4.98443260991507,3.319070354943781,9.321832779457656
2.586476308842464,3.2472093761742227,1.361770995895757,2.7872811723871185
3.211096202255195,1.3961734431334838,4.196883346099861,2.650077850876582
3.748583930446285,1.634178997079856,3.54388120963248,2.1070254310869885
2.8828097300195767,1.3771681772054811,4.130735586942192,3.0213980244981222
2.72425451500657,1.9462469861139249,1.8966300061845347,2.140815292164579
3.6744579774972,3.3057352404655043,2.222114864627467,2.746621363344619
4.9224752922649895,3.6099248824253807,1.9811797923100984,1.82331555865296
4.793403083366186,2.4552868067053297,2.8573346152986785,1.849414847066508
4.286861709393658,2.865863954493005,3.60037352579843,3.1392196029446136
3.286668329617233,2.5659177805694555,3.3604800078291994,3.770864052147207
4.529792316009067,3.4950980831581817,4.028710478026143,3.989112392104909
3.2958974549549405,1.5013282017991223,3.888873965158537,2.5430038891913296
2.032170841945109,1.2278059820584803,3.7947411938620887,4.513987170386844
4.816613309642674,2.504996583525491,1.4926599929208757,0.979692695926286
3.372241623979244,3.801078817447215,3.920662511396277,6.282137144794565
4.520504037779988,2.6370103009176407,1.052701502337881,0.7885191085328197
2.8430368215348985,1.5046515784198138,4.312963556730704,3.521094829726443
4.923799510173639,2.32655785726102,2.354374383091405,1.3959908516510764
3.59761094596349,4.837128307906273,3.5819094573535324,6.670034887035576
4.049357883968032,4.863116934647685,2.4913718959446847,3.973240701385946
2.5436616764492785,2.9599656326241,3.2680999068741183,6.266569647942711
2.530788203094437,3.22647646531512,3.426880538798123,7.222912605106107
4.153624456709105,2.830746822464805,1.7490917126169507,1.5700143995130955
3.072637622605097,1.2087463997939405,1.697854223257031,0.9901755894778026
4.423001121208435,4.022657293318783,4.102186311663692,4.820825089107999
3.17301505722154,3.844900538735948,2.621199927850716,4.637912186220237
2.381121616839531,4.033405509695559,3.04125434737449,8.881630619290398
3.445119049825124,3.1517841327872715,1.1038362333516545,1.4228564967919397
3.6675260249567887,1.2838959415314743,4.366702824161584,2.101719713833308
3.226020056248284,1.0038401005619702,4.443357868701201,2.003764879489627
2.7376838946922586,1.2708261896808346,4.485411816987449,3.2803312650492416
3.5795780059112845,4.850206342658913,2.6845895276874736,5.047652416320565
4.068282725579849,2.933481503468905,3.291313668746886,3.14671385687209
2.2845779960168704,2.128704439977485,1.0213306144043317,1.6924710062828143
3.0492654504628653,3.901302553069342,3.962783947726295,7.544175952917598
2.763251204231478,4.071336968819546,1.837718704141749,4.243282001173797
3.960185279510681,4.16297920646186,1.1649579023036036,1.638308100935825
2.607925202040257,1.1947929447253969,2.662650957281946,1.9785227409770665
4.586266654961866,3.591313311728795,3.179676937996479,3.18415143464708
2.1018324375299624,4.685989533269618,2.086670543157465,8.874413197108304
2.8830123806762344,2.2983072566779628,1.342601474632132,1.6387097310881251
2.663999678612715,2.192103667031654,3.09404779868272,4.076006511682857
2.695399628897553,1.3699669327453248,1.3165707406588054,1.0638544143692112
2.050647349477929,3.83809110041042,1.5629975737499269,5.709743693498647
4.897640861339472,4.846362902279815,3.3391193014771363,4.151891999460396
3.072974809520245,2.2926254649152638,3.713612381853365,4.10710360509979
4.130938398326505,2.4649473437025127,2.0280472296554657,1.596655377925824
2.31720498293016,1.412310240835771,1.6540093373666696,1.7734326516169816
4.180024324320272,3.6890277515151833,1.030269269198869,1.195176998031388
2.205203732501129,3.810048064334008,1.685478662335286,5.328356145711499
3.61521179821649,4.997283713575065,3.154055630844976,6.026934738700867
3.145385368908622,1.4715719939778502,4.174609440492947,2.8634661294208823
4.684452444736814,1.296820347701864,2.515129660112341,0.8852526580988737
4.320002446069302,3.7352918111867215,3.3564680643584213,3.7763188066777857
3.268525796103932,1.4121963655397316,4.955157254050983,3.084670704149242
3.995203554423681,4.97159599708795,3.4446836518095107,5.717666643817022
2.341979424489064,4.267493536522418,4.552797697503447,14.477893172309544
3.06925147948327,3.683222600957899,3.087373719803863,5.495458031628286
3.060338368949089,1.0993210252431629,1.607946741921296,0.8579414369528744
4.948179491187622,2.0370855545328888,4.3072353045901135,2.222342433655488
4.424674117880209,1.9143985951493163,4.753199878731303,2.65704673119073
2.4393588344256054,3.5373951539146025,3.8125696104409528,9.369842280724871
2.8813951496563552,3.9003060759853896,1.9364091243718555,4.014355131488783
3.7230246189675777,3.381671712775333,2.897695267836429,3.5985918200036915
4.310022312021008,1.8526112608564609,2.26308272599072,1.2666417767619973
2.132926483085597,1.3773108841095083,4.759131342018304,5.785727047721647
4.890019432212777,3.304587783396568,1.5744739865178805,1.3375222391017831
3.673163858733638,3.836967256554423,3.510260069188868,5.038506301610976
2.536019306433826,2.5955342719644574,1.5620120339781232,2.639456255809629
4.174302347833742,2.283978175740072,3.499267278735546,2.517797367716889
3.111332623766434,3.7264280183401497,3.293518973532769,5.812945456227228
2.1603019743091325,1.653437234173257,2.4045437767222624,3.426489224065507
2.321442861495899,2.5658731111863435,3.391071550847235,6.584514218479433
4.611937843493855,4.344675499057285,3.256933183703912,3.917652633694637
3.20260912269545,1.841895718919952,1.673551287683268,1.3994797898614697
2.4611589071170106,2.990403038065063,4.739830542144533,9.70052167776131
4.995298579065482,1.0927014137652615,1.4503205604158254,0.3966580458048978
2.361573994558028,2.434394166853239,4.536942958632295,8.111720345705846
3.667911847248976,2.598743380221828,2.346195591479997,2.2853679623453007
4.709712856655585,2.718223311480251,4.248241932498857,3.112820506581436
2.173291428826265,2.014498087546273,4.390994564948485,7.539175635471742
3.6805203377882623,4.453843733094832,1.8770934037197875,3.11890216788626
4.670897143774276,4.728421818353221,3.349796494464148,4.3148173896210285
4.02639653438017,2.3013536661539797,4.821844745885043,3.666660980313524
2.672118681512794,3.3796454442626658,4.526315999233052,9.148479360485007
3.792389381095054,1.2072922893581768,3.6702235821438034,1.5868247676851936
3.8997506583074224,2.3395292385558397,2.639847545522623,2.129838474348329
3.9269210113881226,4.222553301394093,2.649593955474102,3.822464514932351
2.060584172373048,4.912047276225501,2.5931395947703773,12.010007894860442
2.393072122408125,1.5516253760809322,4.074118223745712,4.537816182976938
4.659438140626682,3.3179764067670154,3.859444150992466,3.4993198803013503
4.272125965593591,3.696558794018201,4.065114191021138,4.592406823427826
2.150909063569349,3.081740927024368,1.176278048322709,3.149670393448956
4.548006007019024,3.036502579182196,4.738360539487329,4.055247925393737
2.866181844652884,3.213190252972946,2.226823036772318,3.834141939251008
4.479104329560199,4.86345041832673,3.272039908666605,4.573994440861739
