gamma,pr,rho,c
3.128187728322826,4.683500314820455,3.861129350931008,1.9479351990369889
2.567534202598877,1.748820530068813,2.951402512537856,1.2334357132949405
3.557226562357094,2.425453092639273,3.793292154139273,1.5081483277798502
2.645327551713273,4.501668618787377,2.4327826826348837,2.2124569596275148
3.528682519600713,4.82530705469484,4.459454638347493,1.9540150077706624
1.970077469576902,1.3857764917545952,1.769474611459593,1.2421272203379252
1.9463010433234,4.600449524958442,1.9329673522527688,2.152250826831079
4.578493995083784,4.859638758027865,3.809338655482264,2.416787834499928
1.4237000968086164,1.63751368763103,4.471512260233997,0.7220620396139404
3.0355198147746565,3.129209965368063,2.268893472766412,2.0460999065053453
2.8188341022298125,2.3805372844271764,1.1044795364697024,2.464866574664464
2.789657640182672,4.351321215699075,3.8442864946044937,1.77696205116059
3.558248206473648,4.622948693482293,1.0367595941734722,3.9832597223305393
1.9234053953555448,1.7618920784138543,1.2233580925406011,1.6643638213153271
4.618046512366621,2.821182811885023,2.1497361838883244,2.461796686262656
4.913819834932724,3.27182141588219,2.8398195539439093,2.3793538693781557
4.085278003229293,3.9333199120952713,2.056472273782915,2.795303793438203
2.5832300173921987,2.3089716141050043,2.3085038386161973,1.6074058171619243
3.787548674226024,4.661795763040139,1.4948523278598935,3.436818415143104
4.22734826802229,4.019648542802333,2.746515293535656,2.4873508277005354
4.0761399967192045,4.129371845063757,2.927643673031528,2.3977695100530645
4.9604124105699405,2.941572319880254,2.734372555301533,2.3100416728658484
2.400340543677511,2.391780934430189,4.867646807361606,1.0860194440379325
3.353849968395508,4.7697356227412815,1.7294497264839697,3.041340170832036
1.297567441860421,2.7945141954996777,3.8923701201296814,0.9651861135380232
3.901371660233584,3.0439776964131524,1.7064073056890887,2.6380805048872813
4.609615599973735,3.764481615319964,1.9442006406628711,2.9875446496137767
2.1504491443796225,1.084616175702832,3.502237353228773,0.816074558865308
2.6350994798952545,4.797435176991732,2.8943833463263053,2.089897757297724
3.2216438728439742,2.2778933548679445,2.4238857684848503,1.7400005473586038
2.9027033212189943,3.51342261055423,2.648263908779756,1.9623925655989656
4.108277258822863,2.936931678385144,3.2606454284876825,1.923645350308628
4.825208037648679,1.1873632340657745,1.2075003626312273,2.178242287194937
4.553640997068685,1.5260454166978628,1.3178933861687088,2.296270171670615
2.1590610460279884,1.9216239857411883,3.1067050511285266,1.1556242713357008
3.8943141702714272,1.8896504137761256,1.7752689110435211,2.0359830218647432
4.918271388349943,1.2071557393825856,2.8537595726536567,1.442378385646193
1.5425553533799774,3.15918778370116,1.5368186735052711,1.780724708797402
1.4724573198696365,2.1606715018668194,1.3412435953981157,1.5401460239388332
1.797612173453643,2.215276290971403,3.8141178431236606,1.021797642673452
3.137800192119497,3.9733453218947967,2.791878998573465,2.113209246228461
1.2369132716493922,4.613402049801744,2.533222260541874,1.5008719080730648
4.93940507163982,3.865979186920305,2.5813253364411253,2.719854710059586
1.2165500811219272,4.394560004505919,2.6695793963875847,1.4151460859385463
1.4143712204104175,1.596176989402029,2.0369309247747265,1.0527713979461566
2.3821655189860445,2.8760696780052104,3.961921635990525,1.3150211206783031
4.539150908108114,1.1427960567987867,1.4260624601683451,1.9072270757959864
3.59639337129706,1.9781503761341548,4.1697685567951295,1.3061927554085295
2.855601925176271,1.2368311570747417,3.811742544475788,0.9625920306337924
3.977624197619456,4.400478290826781,2.650685990529666,2.569701479201899
1.855401272028967,4.820086711715712,3.230233711837958,1.6639082609514682
4.438374309293891,2.9837217606247086,4.279719560320023,1.7590714004975714
1.85403659812156,3.453369700571326,3.2822576243297323,1.3966717714498138
1.785593554396098,4.222613016700011,1.501076339951526,2.241199701866939
4.007164306993452,1.1488176514188222,4.6360455051479,0.9964838855859433
1.901422607491789,1.4555526828596883,2.8427395600034355,0.9866991510797924
3.8299898300075625,2.5738549813166367,3.491967253699138,1.680179827051976
2.344381283845625,3.835605989556309,3.707141143480711,1.5574408304942235
2.693009665331941,3.1261558960287488,3.5772365994302677,1.5340885878153827
2.8283417289777386,3.1237052447976423,1.9337743332195776,2.1374603541990336
2.7048087278880875,1.759255022619557,4.266554447020293,1.0560732282500347
1.897488123673204,2.3350383192973334,3.305705549756384,1.1577224518831224
1.846097540561696,4.941962542451003,1.7009177900453123,2.315983093684796
1.4059116699013976,3.352332002614635,4.850964466103159,0.985685760692738
1.2989894239523667,2.604565367514941,2.083110349134955,1.274425052152028
3.782629648804399,2.729522030718068,4.349039190293413,1.5407903596774313
3.3724719505457643,3.5204068782826794,2.3061938218313403,2.2689383796730773
1.9060981501580343,4.818193650999167,4.990837987150565,1.3565256792567462
2.851054314033526,4.119842411406976,3.465357796501747,1.8410645112477748
1.3849712349246763,2.295960981281554,1.5803654830603635,1.4184821024009853
1.5858269081081309,3.61291394929238,2.5315207948495124,1.5044090961755427
1.3292706114491954,3.081931544789793,4.091927140501404,1.000585602465018
2.213007959201268,2.4925049684412586,2.6187295670628585,1.4513233361805904
4.728559512874428,2.863775661966716,3.889906174259854,1.8657968844886137
4.473894559030184,3.2225709863738587,2.925222102955042,2.2200599153181715
3.5537343651095807,4.401129159186515,2.9636897693475057,2.29724950950692
3.1950448093964097,3.8656111890962768,1.6315495589567046,2.751360046429432
3.148338487546738,1.74468196352815,1.0177772879591005,2.32312440570853
3.793111395486924,3.246257905725832,4.737851823560943,1.6121244761449012
3.634700380534238,2.862830886761552,4.553190079398568,1.511730115451433
3.0318416526783394,1.2842784957780058,4.191615930793443,0.96381153970036
2.1134706610391394,4.325815570130688,3.98379363606636,1.5148990550057917
2.2426110312137437,1.3456335259649514,2.473448814593488,1.104558984878028
2.5475857348035684,3.88108238850862,2.3901232495266496,2.033905108150794
4.946103029400577,3.112077624214194,1.0549882844648462,3.819732689427129
3.999480654890532,4.678557029879601,1.4676253617211423,3.570673661564082
3.5793073927986088,2.3967106425332965,3.582577573168143,1.5474246096907875
1.095326685570158,2.8866611102842774,3.33475306845612,0.9737285291612356
3.6380285946313498,3.166322815010838,2.303106057482504,2.2364216119592077
1.3518998549066352,1.4540481336838105,2.982633781618103,0.8118236259922017
3.552841561764995,3.853572183515576,1.1983289630148564,3.3801162854004985
4.771713670299873,1.9363256667024624,2.30244897960288,2.0032326096861683
4.051746489126866,2.88865167185866,2.7133849978778035,2.07688768078204
1.2779273804666076,4.669469986354217,1.9136419870209536,1.765861085920321
3.4840686740564286,4.694748607377566,3.988184485539109,2.025171954327062
3.320253863916415,1.5691237050969074,2.664285866510641,1.3983755652353873
4.53361461839462,1.6098184021608426,1.843246347586488,1.989844104948549
4.198785816273335,1.061831218237364,2.575452650180969,1.3157180134919768
3.624588814352044,2.7886783305049336,3.0726872272031795,1.8137165101475936
4.420881392555732,4.734867987677856,3.6137549250366634,2.406739140611958
1.0729696153183657,3.74316666664457,4.10648189381542,0.9889591160371936
4.536823301553602,4.646317350487433,4.88019496890646,2.0783169554828103
3.0148172945304914,1.630577238341536,3.08304739643223,1.2627317083136087
4.6239706214966025,4.991534595709029,2.403728664103708,3.098716570917903
1.6771213044410196,3.2618143422930896,4.916965435511785,1.0547833827521167
3.806795752897741,3.441375199207063,1.1379373352695787,3.3930216205032093
4.886079655527036,1.830201088210628,1.2552453464981776,2.6691032002910045
3.5019867774125037,2.1406572207383165,4.461142590290502,1.2963066940310517
2.175755878634591,3.177076790474211,1.9300519060374648,1.8924937081901696
2.6178960117248518,1.3360140388540205,3.065768961376752,1.068100196853896
3.737769514393292,3.423129078426169,1.847392828402532,2.6317114497604943
4.315270294125533,3.85161628068789,3.852740687884807,2.077019715718791
1.9007889515838865,2.7936656658688475,1.9432747330816504,1.6530540832902365
4.59260396663016,1.2852415134319193,2.3235301822015417,1.5938509718870444
3.415799761881953,1.2974285561802297,1.4743690746050495,1.7337434037996071
1.0184186806550477,2.0691656547732107,2.867782691478728,0.8572109091766662
2.225138603037465,4.285345784524118,4.135067745967675,1.518553702383993
1.4792482798079378,2.294850004983892,1.4959940391944464,1.5063738129652156
4.674261237090823,3.810209757613785,1.6996058436381043,3.2371052864851144
1.2844734330480372,4.079641002151195,2.7396858423497887,1.383003102346527
4.276554697833639,3.575506287519237,4.103600530040607,1.9303375103303049
3.489995992933558,2.922056600487219,2.506277656954115,2.017168533955412
4.667527276995594,3.828910124713988,3.9880561571877897,2.116900209676618
3.061277058876884,1.5430780287737789,2.15798160296869,1.4795218838544963
3.886922023883608,4.082682839941592,3.249837857114229,2.2097588866995235
4.108400149380069,3.512417114777041,2.078184452084262,2.6351016008037123
1.1518793383626331,3.058742126935523,3.0711552729058043,1.0710852514961773
3.479366478196671,1.1972665380813328,1.602904257293437,1.612099037426497
2.9421888202228086,1.1543003366160645,2.919764198209342,1.078501595969303
4.940142499926305,1.1079202898373044,2.5344721841057027,1.469536006394804
1.2270574042049982,4.989770168010272,4.399229119524193,1.1797348817774878
3.077077602581117,1.9901403707257583,2.2292977358266484,1.6573988832946307
3.5031509450889056,1.5357693260160352,3.8465079325281626,1.1826578090282358
4.989269649463278,1.3834397993482503,1.9904337436794384,1.8621932929606229
1.710115312743293,4.011449716535104,2.344888684973489,1.710418001750129
1.1527232203655169,3.6167657835901457,3.7562880889067176,1.053521169966933
1.3432271239356548,2.039547574861826,2.881203933926792,0.9751123278774528
3.4897240694819254,1.704073389268954,2.8099310413734933,1.454761706773234
1.1510551374675844,4.3916245784103545,2.4617940782358745,1.4329624363235285
2.3286351600471047,2.2969687271741286,3.408763190311904,1.252650311545233
1.5716446703155378,1.87353045199412,3.607187919483144,0.9034896385994028
3.433957408672801,1.7523515094872524,2.823459346881075,1.4598804614712666
4.390330073368399,2.279403075647776,4.106571620690321,1.561059478085425
4.946129129326886,1.461120567217148,1.4812529789760758,2.2088241085481326
1.087944119657713,1.276339646127692,1.2851805846278137,1.0394517779184516
2.5700947552025872,4.785600203547668,3.341787073505018,1.918462821869887
3.632244860685361,1.2791028284436794,1.3502449501894604,1.8549576881723395
2.584877412283095,4.25510187724587,4.858489616569382,1.5046112946183805
1.978124707092682,2.749854790335864,1.0713957576230366,2.253236371640575
3.5490900372297705,2.3902129818969486,1.6690277036755337,2.254472988500904
2.4071504963761945,1.4957074651063205,2.4204845820437653,1.219617906372832
4.990181165339765,4.735624738246735,3.668420342229837,2.5380913565516963
4.629653587704149,3.637597088958556,2.2896462482613296,2.712047867825595
3.059880101901628,3.353839254325227,2.068040118380102,2.227634045760246
3.692434199028802,3.737003037656263,1.8850374115243171,2.705565926522753
3.436217336432497,3.240152149120056,1.955151221160136,2.3863428384265264
3.812651379419636,2.852768457087724,4.000872644340256,1.6488055720160526
3.639940030988412,2.172164459443755,3.2513416504307004,1.5594166336083757
4.425497651814522,2.5144445153349366,4.498071043547053,1.5728558807028183
2.121009768654579,4.413524039283235,1.0293865162440206,3.015607709805092
3.910664393174625,4.265519679713155,3.5059984340025703,2.1812497255623056
4.225442707318644,4.437780670168445,3.7722284592685744,2.229564456090676
3.5391000572203923,4.589351602806714,4.807468580640023,1.8380776699634007
4.285569719698806,4.673031532026435,2.005950349513117,3.159683254201576
2.093110573757779,2.504536005578972,1.898105103047858,1.661879754662219
1.4079123055630585,1.6329688671866216,4.736972362820055,0.6966687488686947
2.382277061470826,1.058162878565026,1.1044841913550076,1.5107501409059068
1.4934054170417683,4.12024499912154,3.67139743826954,1.2945972535829366
2.9150655855994247,1.9917250371791395,4.191470095906848,1.1769436511921425
1.194461242580298,4.707069977559541,2.3163470625339087,1.5579716228722438
4.57868901874806,2.133409383048117,1.4567077613444663,2.589533043286081
2.6449403791415023,1.2957360148010406,2.2649612463211186,1.230086977126895
2.3440773788042835,2.0718521715696023,2.770064856833713,1.324098780516334
1.568135225957791,2.751405396282928,4.598724359855066,0.9686131438205012
